,Survata Interview ID,Date (UTC),Period,Length of Interview (seconds),Country,State,Metro Area,Postal Code,Region,Division,City,Gender,Age,Operating System,Web Browser,Exposure Stamps
840,68736183-3697-436c-8db3-f24b9afd6059,2017-08-17 21:01:24.0,1,114,US,TN,NASHVILLE,37064,South,East South Central,Franklin,male,55 to 64,windows,chrome,
841,3b0ac814-014e-42bb-8f60-03d3b1074b93,2017-08-29 03:40:56.0,1,148,US,MI,GRAND RAPIDS-KALMZOO-B.CRK,49048,Midwest,East North Central,Kalamazoo,female,45 to 54,windows,other,
842,6290cf98-e05f-4100-bd99-fd2b8d16b12a,2017-10-02 20:21:59.0,1,167,US,MN,MINNEAPOLIS-ST. PAUL,55318,Midwest,West North Central,Chaska,male,45 to 54,windows,ie,
843,11397ddd-9117-403e-9aab-0a949307adaf,2017-11-03 18:57:08.0,3,111,US,WA,SEATTLE-TACOMA,98223,West,Pacific,Arlington,male,65 and over,macos,safari,
844,efb03a0a-c28e-4ab7-9066-d055559c0284,2017-10-06 01:07:56.0,2,115,US,NH,BOSTON (MANCHESTER),03801,Northeast,New England,Portsmouth,female,35 to 44,windows,chrome,
845,31833dcb-ebdd-46f9-a43a-674e2f76cc11,2017-10-03 22:50:19.0,1,189,US,IA,DES MOINES-AMES,50266,Midwest,West North Central,West Des Moines,female,45 to 54,ios,safari,
846,3bba8a0c-ef0a-4def-9416-6fc7f48e5544,2017-08-12 21:29:03.0,1,83,US,GA,ATLANTA,30117,South,South Atlantic,Carrollton,female,55 to 64,windows,chrome,
847,d1f266dc-bac1-41ce-a94a-46fc01b846f5,2017-08-29 17:23:12.0,1,148,US,MI,DETROIT,48084,Midwest,East North Central,Troy,female,45 to 54,windows,other,
848,bcb65e25-cedc-4251-ad94-cdf917157f97,2017-08-29 17:29:10.0,1,345,US,TX,TYLER-LONGVIEW(LFKN&NCGD),75604,South,West South Central,Longview,female,55 to 64,windows,other,
849,cae6868b-cafa-4e77-8d3b-0031c5a32a06,2017-08-17 21:33:00.0,1,114,US,MA,BOSTON (MANCHESTER),01880,Northeast,New England,Wakefield,male,35 to 44,macos,chrome,"2017-08-17 02:48:55.0 : 402713987,20184888,91543752,202857946,4038699"
850,8d67e180-9f9e-4d1d-a3e6-21020043af2e,2017-10-23 04:00:05.0,2,101,US,TX,DALLAS-FT. WORTH,76006,South,West South Central,Arlington,female,25 to 34,android,none,
851,9ac28164-a03f-40b9-b70a-63c496167ee0,2017-08-11 23:54:47.0,1,98,US,OH,CLEVELAND-AKRON (CANTON),44111,Midwest,East North Central,Cleveland,female,35 to 44,windows,other,
852,dad8d0dd-6ad7-46e0-bd34-aecb318175fa,2017-09-05 21:23:48.0,1,477,US,TX,HOUSTON,77002,South,West South Central,Houston,male,35 to 44,android,chrome,
853,16693661-9d97-475b-8a0e-cfa8c973b578,2017-09-25 17:51:14.0,1,112,US,IA,DES MOINES-AMES,50309,Midwest,West North Central,Des Moines,female,35 to 44,windows,other,"2017-08-18 04:50:50.0 : 402714674,20184888,91491765,202895448,4038699"
854,4e30743c-aee9-45fd-8dc9-20f08fc2880a,2017-10-08 04:34:35.0,2,102,US,MN,MINNEAPOLIS-ST. PAUL,55427,Midwest,West North Central,Minneapolis,male,25 to 34,windows,chrome,
855,46383872-b104-458b-872d-d8efded7f420,2017-09-18 18:44:23.0,1,126,US,CA,LOS ANGELES,92629,West,Pacific,Dana Point,male,25 to 34,macos,chrome,"2017-09-01 18:14:05.0 : 403732109,20184888,91503048,203953066,4075326 | 2017-09-14 00:09:33.0 : 403498984,20184888,92027666,203704075,4082313"
856,e5e5bc63-fd39-445a-a8b2-2247910ae571,2017-10-22 02:19:11.0,2,295,US,FL,MIAMI-FT. LAUDERDALE,33134,South,South Atlantic,Coral Gables,male,25 to 34,macos,safari,
857,a118227e-ef4f-4abe-843c-f44767ce24cb,2017-10-24 09:30:24.0,2,201,US,FL,MIAMI-FT. LAUDERDALE,33196,South,South Atlantic,Miami,female,35 to 44,android,chrome,
858,9f105db0-2fce-474c-b4cd-8cc74461fd8a,2017-08-10 07:20:59.0,1,83,US,TX,DALLAS-FT. WORTH,75252,South,West South Central,Dallas,male,45 to 54,macos,chrome,
859,3701c771-4e79-4159-8727-b77b5e708042,2017-10-26 13:28:30.0,2,105,US,PA,HARRISBURG-LNCSTR-LEB-YORK,17551,Northeast,Mid-Atlantic,Millersville,male,25 to 34,ios,safari,
860,8f37eda1-b7f7-451f-b2ff-52f838a331fd,2017-09-19 01:47:15.0,1,186,US,MD,BALTIMORE,21206,South,South Atlantic,Baltimore,male,35 to 44,windows,firefox,
861,8da4b4e5-0e94-4f31-a6c3-1cab802954dd,2017-10-23 14:01:47.0,2,124,US,NC,CHARLOTTE,28601,South,South Atlantic,Hickory,female,35 to 44,macos,safari,
862,ca823d5a-f4e7-46de-9c9f-6cb19b300326,2017-10-09 22:21:49.0,2,123,US,MS,"JACKSON, MS",39213,South,East South Central,Jackson,female,45 to 54,windows,chrome,
863,e40fd527-52a7-4b07-af84-e342013e6dcd,2017-09-25 15:28:03.0,1,71,US,MA,BOSTON (MANCHESTER),01464,Northeast,New England,Shirley,female,55 to 64,windows,other,
864,e7968a34-f81d-4fc1-96d2-53a5b611055c,2017-09-17 02:23:58.0,1,93,US,WI,LA CROSSE-EAU CLAIRE,54601,Midwest,East North Central,La Crosse,male,55 to 64,windows,chrome,"2017-09-05 14:58:00.0 : 403533592,20184888,91491765,203740465,4088207"
865,7014ade2-b97c-4012-bd06-8b7db61e9d0d,2017-10-16 03:43:45.0,2,82,US,FL,MIAMI-FT. LAUDERDALE,33155,South,South Atlantic,Miami,female,25 to 34,ios,safari,
866,d3eb18f2-e12d-4232-9a31-39f960e41b17,2017-11-11 13:46:54.0,3,102,US,MN,MINNEAPOLIS-ST. PAUL,55104,Midwest,West North Central,Saint Paul,female,35 to 44,ios,safari,
867,5e082dc3-6c62-4bb4-862e-3b18c73a730f,2017-10-22 03:03:09.0,2,476,US,UT,SALT LAKE CITY,84020,West,Mountain,Draper,female,65 and over,ios,safari,
868,e9dede56-c66c-46b4-a71f-606ebc66f1b2,2017-10-07 14:53:45.0,2,110,US,TX,WACO-TEMPLE-BRYAN,76708,South,West South Central,Waco,female,18 to 24,ios,other,
869,8ba871e7-c8e4-495f-90b8-06f3ff1979ee,2017-09-26 19:58:48.0,1,63,US,IA,ROCHESTR-MASON CITY-AUSTIN,50478,Midwest,West North Central,Thompson,male,55 to 64,macos,safari,
870,b41efe86-2960-48ce-a56f-1efa7acccccc,2017-10-19 08:46:36.0,2,611,US,NJ,NEW YORK,07047,Northeast,Mid-Atlantic,North Bergen,male,18 to 24,windows,chrome,
871,69c62c97-ce16-422d-869c-5515803df085,2017-08-29 01:18:05.0,1,540,US,PA,WILKES BARRE-SCRANTON-HZTN,18428,Northeast,Mid-Atlantic,Hawley,male,55 to 64,windows,other,
872,2be0b854-ea76-45f7-b868-45b37fc6a2e9,2017-10-01 21:54:05.0,1,410,US,NJ,NEW YORK,07047,Northeast,Mid-Atlantic,North Bergen,male,25 to 34,windows,chrome,
873,5dfd4f9b-f599-4b11-8e45-1586b8fe1b86,2017-10-19 05:39:26.0,2,128,US,WI,WAUSAU-RHINELANDER,54568,Midwest,East North Central,Woodruff,female,13 to 17,other,chrome,
874,42571f9b-837e-4531-9f81-662c480d32f4,2017-10-09 15:47:37.0,2,139,US,CA,LOS ANGELES,90250,West,Pacific,Hawthorne,female,25 to 34,ios,safari,
875,d69dbc16-ac3d-4eab-9eeb-0cfa8045dda1,2017-10-02 14:49:46.0,1,326,US,NC,,,South,South Atlantic,,female,35 to 44,windows,ie,
876,266b452e-788d-4169-9016-aa96a1369ed5,2017-11-12 01:18:04.0,3,101,US,MO,ST. LOUIS,63670,Midwest,West North Central,Sainte Genevieve,female,35 to 44,android,chrome,
877,ed30de0f-3521-4645-9d8c-f916fdd65997,2017-10-22 03:40:44.0,2,141,US,NJ,NEW YORK,08854,Northeast,Mid-Atlantic,Piscataway,female,65 and over,ios,safari,
878,b25d5286-0612-4dd6-8fbd-c7a5e5b26e86,2017-10-22 05:05:55.0,2,176,US,GA,ATLANTA,30032,South,South Atlantic,Decatur,male,45 to 54,android,chrome,
879,af80fb3d-73cf-4d54-9e0f-e68afafecac9,2017-10-25 23:37:08.0,2,131,US,TX,HOUSTON,77063,South,West South Central,Houston,male,35 to 44,android,chrome,
880,5eab5e0f-23a0-4ce0-b7c3-fe6411f745d5,2017-09-12 21:28:48.0,1,92,US,TX,AUSTIN,78703,South,West South Central,Austin,female,45 to 54,ios,safari,"2017-08-28 04:30:05.0 : 403041524,20184888,91529912,203266928,4096633 | 2017-08-28 04:30:05.0 : 402948421,20184888,91503048,203266380,4096633"
881,33f53068-682f-40e3-a208-91bf0c5944e2,2017-09-28 13:14:58.0,1,70,US,CA,SAN FRANCISCO-OAK-SAN JOSE,94588,West,Pacific,Pleasanton,male,55 to 64,windows,other,
882,6804826e-be73-4c66-8e14-f054a777015a,2017-10-21 13:47:09.0,2,183,US,OH,TOLEDO,43412,Midwest,East North Central,Curtice,female,65 and over,windows,chrome,
883,70051037-6457-4654-abd6-a4d066836e6b,2017-08-28 10:41:17.0,1,202,US,TX,DALLAS-FT. WORTH,75052,South,West South Central,Grand Prairie,female,25 to 34,android,chrome,"2017-08-25 07:56:36.0 : 403483012,20184888,91909757,203704078,4082313 | 2017-08-25 08:24:42.0 : 403483012,20184888,91909757,203704078,4082313"
884,d30550ca-366c-4a28-adfd-929fdb438d90,2017-10-10 02:16:49.0,2,146,US,SD,RAPID CITY,57761,Midwest,West North Central,New Underwood,male,55 to 64,windows,other,
885,9db0d177-c7c1-4e44-bd4f-fdb6c651f68e,2017-08-19 21:06:33.0,1,99,US,PA,PITTSBURGH,15216,Northeast,Mid-Atlantic,Pittsburgh,female,25 to 34,android,chrome,"2017-08-16 15:47:23.0 : 403060619,20184888,91495470,203266970,4101327"
886,4fd2fa85-a5f3-4846-b55a-2ad471855abc,2017-10-18 13:59:44.0,2,140,US,IL,CHICAGO,60638,Midwest,East North Central,Chicago,male,55 to 64,windows,chrome,"2017-09-28 18:12:30.0 : 402714674,20184888,91491765,202886591,4038699 | 2017-10-09 14:47:08.0 : 405939292,20367831,91574974,206234589,4038699 | 2017-10-09 14:47:14.0 : 405939292,20367831,91499319,206234589,4038699 | 2017-10-09 14:47:20.0 : 405939292,20367831,91574974,206234589,4038699 | 2017-10-09 14:47:29.0 : 405939292,20367831,91574974,206234589,4038699 | 2017-10-10 12:51:22.0 : 406503286,20367831,93658612,206152607,4038699 | 2017-10-10 12:51:33.0 : 406469826,20367831,93684192,206234589,4038699 | 2017-10-10 12:55:18.0 : 406503286,20367831,93658612,206152607,4038699 | 2017-10-11 14:03:01.0 : 406497652,20367831,93687441,206211076,4038699 | 2017-10-11 14:03:06.0 : 406497652,20367831,93687450,206211079,4038699 | 2017-10-11 14:03:10.0 : 406497652,20367831,93687441,206211079,4038699 | 2017-10-11 14:03:17.0 : 406503286,20367831,93658612,206152607,4038699 | 2017-10-12 16:30:56.0 : 406469826,20367831,93736307,206234589,4038699 | 2017-10-12 16:31:16.0 : 406503286,20367831,93658612,206152607,4038699 | 2017-10-12 16:31:16.0 : 406497652,20367831,93687450,206211079,4038699 | 2017-10-12 16:31:19.0 : 406469826,20367831,93736307,206234589,4038699 | 2017-10-12 16:31:21.0 : 406497652,20367831,93687450,206211079,4038699 | 2017-10-12 16:31:39.0 : 406503286,20367831,93658612,206152607,4038699 | 2017-10-12 16:31:39.0 : 406469826,20367831,93736307,206234589,4038699 | 2017-10-12 16:31:39.0 : 406497652,20367831,93687450,206211079,4038699 | 2017-10-12 16:31:39.0 : 406469826,20367831,93736307,206234589,4038699 | 2017-10-12 16:31:45.0 : 406469826,20367831,93684192,206234589,4038699 | 2017-10-12 16:31:45.0 : 406503286,20367831,93656989,206152607,4038699 | 2017-10-12 16:31:45.0 : 406497652,20367831,93687441,206211079,4038699 | 2017-10-12 16:31:45.0 : 406469826,20367831,93684192,206234589,4038699 | 2017-10-12 16:32:01.0 : 406469826,20367831,93736307,206152625,4038699 | 2017-10-12 16:32:03.0 : 406469826,20367831,93736307,206152625,4038699 | 2017-10-12 16:32:03.0 : 406497652,20367831,93687450,206211469,4038699 | 2017-10-12 16:32:13.0 : 406469826,20367831,93684192,206152625,4038699"
887,a2951246-e0fc-4158-81b1-a24351929213,2017-09-19 20:11:47.0,1,534,US,OK,TULSA,74146,South,West South Central,Tulsa,female,45 to 54,windows,firefox,
888,56db2e2b-80b1-4c91-9424-3da1924ce997,2017-09-06 15:21:14.0,1,91,US,GA,ATLANTA,30004,South,South Atlantic,Alpharetta,female,45 to 54,ios,safari,"2017-08-29 01:25:45.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:26:01.0 : 403270142,20184888,91495533,204379979,4095703 | 2017-08-29 01:26:07.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:26:10.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:26:12.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:26:14.0 : 403270142,20184888,91495533,204379979,4095703 | 2017-08-29 01:26:18.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:26:21.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:26:31.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:26:34.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:26:36.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:26:41.0 : 403270142,20184888,91495533,204379979,4095703 | 2017-08-29 01:26:49.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:26:53.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:26:57.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:27:01.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:27:03.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:27:08.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:27:11.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:27:16.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:27:18.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:27:25.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:30:12.0 : 404205495,20184888,91521866,204422160,4095703 | 2017-08-29 01:30:12.0 : 404205495,20184888,91521866,204379337,4095703 | 2017-08-29 01:30:17.0 : 404205495,20184888,91521866,204422160,4095703 | 2017-08-29 01:30:20.0 : 404205495,20184888,91521866,204422160,4095703 | 2017-08-29 01:30:24.0 : 404205495,20184888,91521866,204422160,4095703 | 2017-08-29 01:30:28.0 : 404205495,20184888,91521866,204422160,4095703 | 2017-08-29 01:30:38.0 : 404205495,20184888,91521866,204422160,4095703 | 2017-08-29 01:30:43.0 : 404205495,20184888,91521866,204422160,4095703 | 2017-08-29 01:30:47.0 : 404205495,20184888,91521866,204422160,4095703 | 2017-08-29 01:30:51.0 : 404205495,20184888,91521866,204422160,4095703 | 2017-08-29 01:30:55.0 : 404205495,20184888,91521866,204422160,4095703 | 2017-08-29 01:30:59.0 : 404205495,20184888,91521866,204422160,4095703 | 2017-08-29 01:31:14.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:31:32.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:31:44.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:31:49.0 : 403270142,20184888,91495533,204379979,4095703 | 2017-08-29 01:32:01.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:32:06.0 : 403270142,20184888,91495533,204379979,4095703 | 2017-08-29 01:32:10.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:32:16.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:32:19.0 : 403270142,20184888,91495533,204422460,4095703 | 2017-08-29 01:32:25.0 : 403270142,20184888,91495533,204422460,4095703"
889,c48f52a6-a738-46a8-a739-c348bf7f1829,2017-10-13 00:17:57.0,2,112,US,CA,LOS ANGELES,92506,West,Pacific,Riverside,male,25 to 34,ios,safari,"2017-10-10 23:24:31.0 : 406497658,20367831,93660727,206235051,4038699"
890,55a87a74-d0c3-41a7-b53b-8deb0cabaa62,2017-11-07 22:39:55.0,3,93,US,MI,DETROIT,48108,Midwest,East North Central,Ann Arbor,male,45 to 54,windows,ie,
891,f05bd8a7-c533-4847-a324-e9ffc28f7118,2017-10-22 08:39:15.0,2,94,US,GA,ATLANTA,30120,South,South Atlantic,Cartersville,male,45 to 54,ios,other,
892,41edc3d8-214f-4d7c-ba6a-9da3dec19637,2017-10-21 22:48:47.0,2,102,US,OH,DAYTON,45404,Midwest,East North Central,Dayton,male,25 to 34,android,none,
893,73528ca6-d2c7-4c2f-9016-e55075e8fd4a,2017-10-20 19:02:45.0,2,164,US,OK,OKLAHOMA CITY,73026,South,West South Central,Norman,female,55 to 64,windows,chrome,
894,784531ce-50b4-4a62-b76c-7e5466b563e4,2017-10-18 14:25:15.0,2,120,US,FL,ORLANDO-DAYTONA BCH-MELBRN,32809,South,South Atlantic,Orlando,male,13 to 17,windows,chrome,
895,b7ad715c-e009-4350-af0b-b791a6b455cb,2017-10-21 04:27:06.0,2,105,US,MO,KANSAS CITY,64130,Midwest,West North Central,Kansas City,female,35 to 44,macos,safari,
896,5ee11375-c8ef-4607-bc0c-8aed38b360b2,2017-10-21 22:53:36.0,2,92,US,IL,CHICAGO,60602,Midwest,East North Central,Chicago,male,35 to 44,android,none,
897,2fc9d311-5987-4244-b581-68d7910c30f2,2017-10-23 23:20:04.0,2,93,US,NJ,NEW YORK,08873,Northeast,Mid-Atlantic,Somerset,female,65 and over,windows,chrome,
898,455691fd-96b0-46aa-b65b-96e5bffc2408,2017-10-06 19:24:34.0,2,68,US,GA,ATLANTA,30518,South,South Atlantic,Buford,female,18 to 24,windows,chrome,
899,a28eb133-a990-4214-9ea8-613bb2d2a176,2017-08-03 05:10:19.0,1,89,US,MS,BILOXI-GULFPORT,39574,South,East South Central,Saucier,male,45 to 54,windows,chrome,
900,31dacd5c-c540-4dd2-be69-27c12a93ab74,2017-10-23 21:23:20.0,2,271,US,MI,DETROIT,48116,Midwest,East North Central,Brighton,female,35 to 44,windows,chrome,
901,630e2424-333e-4732-a6d9-78d45bb100be,2017-09-02 14:55:51.0,1,106,US,CA,FRESNO-VISALIA,93230,West,Pacific,Hanford,female,25 to 34,android,chrome,"2017-08-30 04:03:14.0 : 404205495,20184888,91521866,204422160,4095703"
902,b98c5d5e-0faa-4bf7-894b-3667a35297d7,2017-10-24 00:57:26.0,2,110,US,KY,PADUCAH-CAPE GIRARD-HARSBG,42001,South,East South Central,Paducah,female,35 to 44,windows,chrome,"2017-10-08 18:03:54.0 : 406036962,20367831,91495533,206234622,4038699"
903,19d780bf-2b86-4b86-b3cf-0b5c93a1d78d,2017-10-22 16:16:50.0,2,147,US,WA,SPOKANE,99207,West,Pacific,Spokane,female,65 and over,windows,chrome,
904,4db30ac2-bb09-4b16-9871-3fee6533ca9f,2017-10-13 01:36:36.0,2,147,US,MN,MINNEAPOLIS-ST. PAUL,55420,Midwest,West North Central,Minneapolis,female,25 to 34,android,chrome,
905,45410121-4db8-4402-862c-d19573616094,2017-09-30 06:08:52.0,1,202,US,CA,LOS ANGELES,91331,West,Pacific,Pacoima,male,25 to 34,android,chrome,
906,e17f76e1-0d38-4ce3-b61a-520179e3ef0c,2017-09-27 21:09:03.0,1,191,US,SC,"COLUMBIA, SC",29102,South,South Atlantic,Manning,male,35 to 44,android,chrome,
907,9c333958-1ed9-43ef-813c-7d3721aeb431,2017-11-06 16:41:08.0,3,94,US,PA,HARRISBURG-LNCSTR-LEB-YORK,17551,Northeast,Mid-Atlantic,Millersville,male,18 to 24,windows,chrome,
908,cc113a57-a9be-4ee0-8263-f945519c6d64,2017-11-11 00:58:02.0,3,226,US,MI,DETROIT,48014,Midwest,East North Central,Capac,male,25 to 34,android,chrome,"2017-11-11 00:06:18.0 : 406481228,20367831,93689508,206232870,4119256"
909,25438523-345d-4c3f-8472-cd3e6a5f221d,2017-10-23 20:21:59.0,2,93,US,OH,CINCINNATI,45249,Midwest,East North Central,Cincinnati,male,18 to 24,ios,other,
910,e2efee13-f0a4-4c01-88f3-ca776a02c4f1,2017-10-26 03:05:55.0,2,138,US,KY,CINCINNATI,41017,South,East South Central,Ft Mitchell,male,65 and over,windows,chrome,
911,06ceca0e-2bb5-47c7-8351-72813fe6000d,2017-11-12 15:36:11.0,3,275,US,OH,TOLEDO,43613,Midwest,East North Central,Toledo,male,45 to 54,windows,chrome,
912,3f0594ef-6f71-4016-8ea5-9e20d24e5f05,2017-09-30 08:07:46.0,1,109,US,VA,RICHMOND-PETERSBURG,23116,South,South Atlantic,Mechanicsville,female,25 to 34,android,chrome,
913,f532d29c-45ee-4553-992e-a15fddc50c4b,2017-10-20 05:17:56.0,2,197,US,AL,BIRMINGHAM (ANN AND TUSC),35555,South,East South Central,Fayette,female,55 to 64,windows,chrome,
914,9868cfc3-f741-44c7-8a97-765b616fe70a,2017-10-13 23:41:41.0,2,326,US,FL,ORLANDO-DAYTONA BCH-MELBRN,34787,South,South Atlantic,Winter Garden,male,13 to 17,ios,none,
915,b64b4ff2-f025-4c48-900f-f8d24e5fd9ba,2017-09-12 14:01:40.0,1,106,US,OR,"PORTLAND, OR",97219,West,Pacific,Portland,male,25 to 34,android,none,
916,8b244478-d797-4140-b314-e79de4bb91cc,2017-11-09 23:12:51.0,3,89,US,NY,NEW YORK,10027,Northeast,Mid-Atlantic,New York,female,45 to 54,android,chrome,
917,d1069d2d-7fd9-4eb8-a7d1-e307ee642a87,2017-10-23 12:53:00.0,2,139,US,TN,NASHVILLE,37205,South,East South Central,Nashville,female,25 to 34,android,none,
918,1e4b7b90-3664-434c-99e5-8f3a7f0ee27f,2017-10-11 18:15:24.0,2,81,US,MI,DETROIT,48331,Midwest,East North Central,Farmington,female,35 to 44,windows,chrome,
919,303c26f3-b84f-4bf0-ac14-d86d2a1171b7,2017-11-11 16:10:10.0,3,197,US,KY,CINCINNATI,41017,South,East South Central,Ft Mitchell,male,45 to 54,macos,safari,
920,ee1c1acb-1db1-4e93-837c-b91343b12bc1,2017-10-01 04:44:29.0,1,120,US,CA,SAN FRANCISCO-OAK-SAN JOSE,95122,West,Pacific,San Jose,female,25 to 34,android,chrome,"2017-09-22 05:44:40.0 : 403082938,20184888,91645285,203243047,4096080"
921,24788053-326d-4572-90a8-fa6fa72d8cf0,2017-10-17 20:53:11.0,2,157,US,MN,MINNEAPOLIS-ST. PAUL,55406,Midwest,West North Central,Minneapolis,female,13 to 17,android,chrome,
922,b07bede2-e3d3-4dd8-92b7-5becf0361aaa,2017-10-18 14:33:05.0,2,96,US,MD,"WASHINGTON, DC (HAGRSTWN)",21755,South,South Atlantic,Jefferson,female,55 to 64,windows,chrome,"2017-10-07 11:15:23.0 : 405926039,20367831,91521866,206212036,4038699 | 2017-10-16 10:55:09.0 : 406537567,20367831,93687441,206234169,4096633"
923,f4ab3174-c2f6-49ff-9c35-08d652587bf6,2017-09-06 16:18:33.0,1,141,US,MI,FLINT-SAGINAW-BAY CITY,48657,Midwest,East North Central,Sanford,female,45 to 54,android,chrome,
924,a4461c24-577a-4648-b3c2-6f372800f611,2017-09-11 15:28:02.0,1,313,US,UT,SALT LAKE CITY,84003,West,Mountain,American Fork,male,55 to 64,windows,firefox,"2017-09-08 16:46:14.0 : 404386543,20184888,91529912,204258442,4077455 | 2017-09-08 16:46:14.0 : 404060134,20184888,91495533,204255641,4077455 | 2017-09-08 16:46:24.0 : 404386543,20184888,91529912,204258442,4077455 | 2017-09-08 16:50:51.0 : 404060134,20184888,91495533,204255641,4077455 | 2017-09-08 16:50:51.0 : 404386543,20184888,91529912,204258442,4077455 | 2017-09-08 16:50:56.0 : 404386543,20184888,91529912,204258442,4077455"
925,bf41f062-3403-4740-8b1a-5e5a7ea3f0fd,2017-10-03 05:34:24.0,1,135,US,NY,BUFFALO,14218,Northeast,Mid-Atlantic,Buffalo,female,45 to 54,windows,chrome,
926,910579f4-402e-4da0-a2b3-72e2d54f12af,2017-10-22 01:00:11.0,2,90,US,MI,DETROIT,48301,Midwest,East North Central,Bloomfield Hills,male,35 to 44,android,none,
927,24529979-01c6-47b5-99fb-6d78c34ef7fe,2017-09-02 15:59:05.0,1,106,US,IL,CHICAGO,60152,Midwest,East North Central,Marengo,male,45 to 54,android,chrome,
928,c4c55951-64af-4853-b3b9-0961d42378c4,2017-09-24 03:13:18.0,1,174,US,NJ,NEW YORK,08701,Northeast,Mid-Atlantic,Lakewood,male,25 to 34,ios,safari,
929,1077eac8-2ca0-4f17-89c9-97505f7c479c,2017-10-04 01:30:24.0,2,140,US,KY,LEXINGTON,40356,South,East South Central,Nicholasville,male,65 and over,windows,other,"2017-09-22 22:25:37.0 : 402963573,20184888,91521866,203124039,4088207"
930,1c6d6bbf-8ff1-4a39-bf70-a665b07fb910,2017-09-11 21:11:36.0,1,131,US,OH,CINCINNATI,45221,Midwest,East North Central,Cincinnati,female,18 to 24,macos,chrome,
931,12ce1513-b10f-43fc-9fd8-e0df8bbfd984,2017-10-01 02:42:05.0,1,110,US,TX,SAN ANTONIO,78254,South,West South Central,San Antonio,female,18 to 24,ios,safari,"2017-09-03 12:19:26.0 : 404205495,20184888,91521866,204376760,4095703"
932,73c14eb6-7cf0-4dee-939a-99e113d0fdbc,2017-11-11 11:21:48.0,3,85,US,FL,TAMPA-ST. PETE (SARASOTA),33770,South,South Atlantic,Largo,male,35 to 44,macos,safari,
933,a3f4ed5b-b0fe-4459-82a7-2e8930264ded,2017-09-06 21:21:13.0,1,96,US,MD,BALTIMORE,21268,South,South Atlantic,Baltimore,male,45 to 54,windows,firefox,"2017-08-23 14:33:54.0 : 402714674,20184888,91491765,202857982,4038699 | 2017-08-24 12:21:53.0 : 402714674,20184888,91491765,202857982,4038699 | 2017-08-28 00:12:35.0 : 402714674,20184888,91504188,202857982,4038699"
934,34986ec5-d77b-4167-877c-47a1f26ae359,2017-09-12 15:05:12.0,1,105,US,CO,DENVER,80118,West,Mountain,Larkspur,male,55 to 64,windows,chrome,
935,9a0d93a9-100c-4946-a308-ac53d7712981,2017-11-07 21:47:38.0,3,76,US,GA,ATLANTA,30303,South,South Atlantic,Atlanta,female,18 to 24,windows,chrome,
936,7d65f6e2-05e7-4f2b-851e-98fcef912a6c,2017-08-22 18:00:29.0,1,129,US,NH,BOSTON (MANCHESTER),03038,Northeast,New England,Derry,male,65 and over,windows,other,
937,97e89839-97de-4e27-b249-c2f0441ae64d,2017-09-13 00:56:08.0,1,112,US,NY,NEW YORK,11783,Northeast,Mid-Atlantic,Seaford,female,18 to 24,android,chrome,
938,a16ac1c6-3c81-4e1a-8d3d-168f6683c763,2017-11-04 22:19:03.0,3,130,US,OH,CLEVELAND-AKRON (CANTON),44119,Midwest,East North Central,Cleveland,female,45 to 54,windows,chrome,
939,121c3559-b2fe-4d2e-a711-368aaf8a359f,2017-10-02 09:41:04.0,1,188,US,MA,SPRINGFIELD-HOLYOKE,01109,Northeast,New England,Springfield,female,25 to 34,ios,none,
940,b6651ae3-835b-4c0d-a3c5-400f5a399616,2017-10-11 14:44:50.0,2,126,US,OR,"PORTLAND, OR",97216,West,Pacific,Portland,female,25 to 34,android,chrome,
941,37db5b79-0c81-40f9-a89c-7443fd04354a,2017-10-22 18:11:13.0,2,83,US,WA,"PORTLAND, OR",98684,West,Pacific,Vancouver,female,25 to 34,android,chrome,
